transcript,position,selCoef,T0_AF
TRINITY_DN33727_c3_g1_i2,882,0.0368240002684784,0.611
TRINITY_DN33727_c4_g2_i4,225,0.149766327714588,0.9325
TRINITY_DN33727_c4_g2_i4,242,0.195016233498228,0.8795
TRINITY_DN33727_c4_g2_i4,378,0.0640811937026626,0.121
TRINITY_DN33727_c4_g2_i5,127,0.185546538820529,0.9
TRINITY_DN33731_c7_g1_i3,201,0.163469311240884,0.9355
TRINITY_DN33738_c9_g1_i2,341,0.171561692992339,0.1175
TRINITY_DN33738_c9_g1_i4,441,0.152267194426024,0.0355
TRINITY_DN33822_c3_g1_i1,541,0.132295469520183,0.708
TRINITY_DN33830_c1_g1_i1,884,0.0902706106039114,0.205
TRINITY_DN33830_c1_g1_i1,944,0.110115991740467,0.1305
TRINITY_DN33834_c7_g2_i2,549,0.164809717766463,0.0275
TRINITY_DN33835_c5_g1_i5,403,0.0846121158672263,0.4165
TRINITY_DN33836_c11_g1_i9,173,0.102617649442181,0.056
TRINITY_DN33903_c7_g1_i4,354,0.163989847199138,0.006
TRINITY_DN33912_c0_g1_i2,561,0.0499882896315816,0.3985
TRINITY_DN33921_c7_g1_i6,135,0.190683694212934,0.919
TRINITY_DN33927_c1_g3_i2,574,0.153673612444687,0.891
TRINITY_DN33936_c2_g1_i10,33,0.179998988047081,0.881
TRINITY_DN34009_c3_g1_i14,25,0.0859622804341921,0.12
TRINITY_DN34041_c14_g1_i1,328,0.146278600853959,0.7665
TRINITY_DN34077_c0_g1_i7,92,0.18901605476799,0.9005
TRINITY_DN34121_c2_g2_i2,134,0.10355084774513,0.0635
TRINITY_DN34130_c7_g1_i2,81,0.0558356323903204,0.197
TRINITY_DN34137_c2_g1_i6,226,0.0861176070102074,0.106
TRINITY_DN34174_c2_g1_i1,37,0.127306491339591,0.0535
TRINITY_DN34174_c2_g1_i1,67,0.166516300716748,0.0535
TRINITY_DN34180_c6_g1_i4,64,0.159913654476292,0.937
TRINITY_DN34225_c1_g1_i1,40,0.172332112003902,0.9155
TRINITY_DN34225_c1_g1_i1,49,0.147433187846068,0.871
TRINITY_DN34225_c1_g1_i1,58,0.127688365115382,0.741
TRINITY_DN34240_c7_g1_i4,467,0.124277169431609,0.666
TRINITY_DN34240_c7_g1_i4,472,0.134503166780982,0.7815
TRINITY_DN34240_c7_g1_i4,566,0.148322742096725,0.8245
TRINITY_DN34240_c7_g1_i4,741,0.0935762323929335,0.6675
TRINITY_DN34243_c3_g1_i6,970,0.146114745847581,0.0105
TRINITY_DN34277_c4_g1_i2,287,0.160517638914595,0.028
TRINITY_DN34323_c1_g1_i2,1032,0.0768475462164133,0.2405
TRINITY_DN34333_c9_g1_i1,250,0.0627847841048398,0.5545
TRINITY_DN34333_c9_g1_i1,276,0.0784892919391766,0.5355
TRINITY_DN34381_c6_g1_i1,72,0.14204739437585,0.017
TRINITY_DN34393_c4_g3_i3,57,0.239659054286048,0.0265
TRINITY_DN34396_c1_g1_i7,535,0.16894964651472,0.9175
TRINITY_DN34402_c3_g5_i1,625,0.0959898468504548,0.2585
TRINITY_DN34411_c7_g1_i3,972,0.0885930370854002,0.4535
TRINITY_DN34411_c8_g1_i1,445,0.0933432941067742,0.6405
TRINITY_DN34428_c0_g1_i2,476,0.156700086839306,0.0085
TRINITY_DN34448_c4_g2_i11,63,0.0994564288516032,0.0605
TRINITY_DN34503_c8_g1_i1,51,0.130163668931407,0.0395
TRINITY_DN34563_c7_g1_i4,190,0.0732521938624249,0.3325
TRINITY_DN34603_c3_g1_i5,1937,0.150024332229483,0.8455
TRINITY_DN34603_c3_g1_i5,1966,0.1183095516825,0.0425
TRINITY_DN34620_c2_g2_i3,1799,0.107362070554114,0.8675
TRINITY_DN34634_c2_g2_i13,678,0.146779803555611,0.9475
TRINITY_DN34656_c5_g1_i1,643,0.0665465660479028,0.7205
TRINITY_DN34660_c8_g1_i5,572,0.196576364953692,0.833
TRINITY_DN34683_c5_g1_i2,374,0.127508302036824,0.9235
TRINITY_DN34683_c5_g1_i2,393,0.0943771921133106,0.959
TRINITY_DN34685_c4_g2_i2,313,0.132301619277807,0.891
TRINITY_DN34722_c3_g2_i6,304,0.150431365720704,0.01
TRINITY_DN34743_c2_g1_i6,1341,0.190994230455429,0.9385
TRINITY_DN34764_c0_g1_i3,823,0.0706148550284612,0.1725
TRINITY_DN34845_c4_g1_i2,117,0.172227363228396,0.9025
TRINITY_DN34864_c1_g1_i1,74,0.0767017686813091,0.4785
TRINITY_DN34908_c3_g1_i6,1058,0.188354719592195,0.891
TRINITY_DN34916_c8_g1_i5,688,0.134410268148746,0.006
TRINITY_DN34959_c1_g2_i1,103,0.0734288073985626,0.3305
TRINITY_DN34959_c1_g2_i1,106,0.127614948998375,0.8585
TRINITY_DN34959_c1_g3_i1,242,0.140484192342936,0.852
TRINITY_DN34976_c1_g1_i1,620,0.0914568143863167,0.1505
TRINITY_DN34979_c4_g1_i2,23,0.109852131679604,0.8395
TRINITY_DN34982_c3_g1_i2,295,0.149627365396405,0.0155
TRINITY_DN34988_c5_g1_i1,87,0.0696864120067427,0.2045
TRINITY_DN34988_c5_g1_i1,91,0.0794463646364741,0.1885
TRINITY_DN35002_c2_g1_i1,235,0.140259546106161,0.0125
TRINITY_DN35006_c1_g1_i2,323,0.173315176264359,0.0085
TRINITY_DN35020_c2_g1_i2,23,0.214180932388512,0.0445
TRINITY_DN35020_c2_g1_i2,88,0.0999694565895338,0.2275
TRINITY_DN35020_c2_g1_i4,92,0.0744564443979211,0.1575
TRINITY_DN36113_c1_g1_i5,185,0.214671612837404,0
TRINITY_DN36120_c3_g1_i1,227,0.2444074273974,0.8615
TRINITY_DN36157_c1_g1_i3,558,0.0833958817609114,0.2445
TRINITY_DN36184_c4_g2_i1,89,0.126214867568948,0.5665
TRINITY_DN39803_c10_g2_i1,243,0.0512915229615209,0.2835
TRINITY_DN39822_c7_g1_i2,523,0.0863257038861724,0.119
TRINITY_DN39823_c3_g1_i2,328,0.0847296342644841,0.682
TRINITY_DN39830_c9_g1_i4,620,0.0651755141925936,0.076
TRINITY_DN39863_c0_g1_i15,365,0.121355281703994,0.761
TRINITY_DN39874_c3_g1_i9,145,0.115871214976333,0.945
TRINITY_DN39879_c1_g1_i1,532,0.0680786733528349,0.578
TRINITY_DN39891_c3_g2_i5,812,0.0706991952110022,0.6885
TRINITY_DN41529_c6_g2_i4,472,0.183748881758429,0.939
TRINITY_DN41531_c1_g2_i3,81,0.115667963561026,0.6145
TRINITY_DN41564_c6_g1_i1,873,0.132834648855472,0
TRINITY_DN41571_c7_g1_i1,189,0.092575874174081,0.135
TRINITY_DN43319_c4_g1_i2,551,0.101783057213882,0.946
TRINITY_DN43321_c1_g1_i4,1239,0.120299579078986,0.6
TRINITY_DN43327_c7_g1_i6,797,0.0923763747639747,0.5915
TRINITY_DN46011_c1_g1_i8,1485,0.11251607505353,0.604
TRINITY_DN46011_c1_g1_i8,1486,0.110979225100106,0.611
TRINITY_DN46011_c1_g1_i8,1511,0.106593055220167,0.6905
TRINITY_DN46021_c4_g1_i1,265,0.069237441401626,0.187
TRINITY_DN46041_c8_g1_i6,317,0.165702424050154,0.943
TRINITY_DN46047_c5_g1_i4,409,0.191983094625136,0.8
TRINITY_DN46050_c2_g1_i6,628,0.0991782401497073,0.0655
TRINITY_DN46074_c5_g1_i1,486,0.0675920866810522,0.3305
TRINITY_DN46088_c7_g1_i15,231,0.155436805399302,0.0655
TRINITY_DN46090_c1_g1_i1,99,0.0604895360761412,0.952
TRINITY_DN46120_c1_g1_i6,688,0.073276622020906,0.1115
TRINITY_DN46120_c1_g1_i6,690,0.122935511953024,0.039
TRINITY_DN46137_c1_g1_i1,2767,0.123810407214606,0.0045
TRINITY_DN46140_c5_g2_i15,252,0.23698014125513,0.0075
TRINITY_DN46148_c6_g2_i9,197,0.136291041118023,0.111
TRINITY_DN46157_c12_g1_i9,590,0.0951021430418268,0.5485
TRINITY_DN46222_c4_g1_i9,156,0.157722064273422,0.9275
TRINITY_DN46225_c0_g3_i3,1503,0.113311353896215,0.0715
TRINITY_DN46246_c5_g1_i13,210,0.0793400736005271,0.432
TRINITY_DN46284_c0_g1_i1,210,0.0899080186086552,0.0925
TRINITY_DN46294_c3_g1_i3,491,0.155888837862519,0.018
TRINITY_DN46318_c1_g2_i5,252,0.0654560196926873,0.1725
TRINITY_DN46338_c1_g1_i3,298,0.186278073788511,0.8975
TRINITY_DN46342_c0_g1_i10,435,0.111399443104384,0.0885
TRINITY_DN46342_c0_g1_i14,150,0.11628299932244,0.0255
TRINITY_DN46358_c7_g2_i2,50,0.144510974429019,0.8025
TRINITY_DN46358_c7_g3_i1,359,0.192602940961459,0.0115
TRINITY_DN46360_c6_g2_i2,484,0.134941313911212,0.846
TRINITY_DN46376_c10_g1_i7,1030,0.102161954191611,0.0715
TRINITY_DN46392_c7_g1_i6,523,0.16909614410558,0.9085
TRINITY_DN46401_c4_g1_i3,1072,0.107979331613428,0.842
TRINITY_DN46401_c4_g1_i3,1921,0.0818136905150796,0.748
TRINITY_DN46453_c5_g1_i7,312,0.114891545908255,0.0755
TRINITY_DN46453_c5_g1_i7,322,0.121951436351108,0.0715
TRINITY_DN46453_c5_g1_i7,327,0.189796021085463,0.037
TRINITY_DN46468_c0_g1_i6,1142,0.130420057270176,0.5485
TRINITY_DN46503_c3_g2_i9,69,0.0793606445859642,0.1205
TRINITY_DN46503_c3_g2_i9,74,0.0694612902004663,0.243
TRINITY_DN46524_c0_g1_i2,458,0.0968877776402191,0.0735
TRINITY_DN46532_c2_g2_i5,62,0.0497120214336218,0.519
TRINITY_DN46555_c3_g2_i1,140,0.0904423647405367,0.1815
TRINITY_DN46571_c4_g2_i6,97,0.0856641472696632,0.554
TRINITY_DN46571_c4_g2_i6,109,0.107017431836408,0.55
TRINITY_DN46571_c4_g2_i6,124,0.120821523557156,0.6055
TRINITY_DN46600_c1_g1_i8,1310,0.0561230780492396,0.3145
TRINITY_DN46606_c2_g1_i4,237,0.145198025425041,0.96
TRINITY_DN46609_c8_g1_i5,44,0.0605970665154876,0.3305
TRINITY_DN46614_c2_g1_i9,365,0.141548435674297,0.8175
TRINITY_DN46625_c1_g4_i1,104,0.164721675963337,0.7225
TRINITY_DN46635_c3_g1_i17,502,0.0915073504190733,0.176
TRINITY_DN46635_c3_g1_i17,656,0.0903766349117017,0.7095
TRINITY_DN46643_c2_g1_i8,252,0.138186970253846,0.006
TRINITY_DN46647_c0_g1_i3,352,0.178220297286291,0.0165
TRINITY_DN46653_c0_g1_i4,485,0.116745753282087,0.955
TRINITY_DN46653_c0_g1_i4,518,0.0617915525584413,0.3755
TRINITY_DN46653_c0_g1_i4,2313,0.0554278156311348,0.35
TRINITY_DN46675_c6_g1_i3,260,0.109389845506301,0.017
TRINITY_DN46683_c8_g1_i2,450,0.0680096667520044,0.6105
TRINITY_DN46687_c5_g1_i3,493,0.148572313269786,0.878
TRINITY_DN46695_c1_g1_i10,67,0.054702543182541,0.293
TRINITY_DN46695_c1_g1_i10,81,0.111470686680402,0.7545
TRINITY_DN46702_c5_g1_i2,510,0.137523204060668,0.0055
TRINITY_DN46709_c7_g1_i6,1047,0.0830207279461139,0.5405
TRINITY_DN46711_c0_g1_i1,3851,0.116186331878983,0.9545
TRINITY_DN46716_c1_g1_i4,545,0.168815087022981,0.009
TRINITY_DN46720_c8_g1_i7,276,0.0798677894177028,0.775
TRINITY_DN46721_c2_g1_i2,635,0.0842793930951023,0.7595
TRINITY_DN46726_c1_g1_i2,302,0.0905269165671926,0.6355
TRINITY_DN46730_c9_g1_i1,427,0.154335390764982,0.0315
TRINITY_DN46733_c5_g2_i1,101,0.0844711506595171,0.2635
TRINITY_DN46733_c5_g2_i1,777,0.0826360444366024,0.596
TRINITY_DN46735_c1_g1_i4,134,0.117878437369824,0.6845
TRINITY_DN46735_c1_g1_i4,135,0.120664648210853,0.799
TRINITY_DN46735_c2_g1_i13,34,0.14769025940061,0.2975
TRINITY_DN46735_c2_g1_i13,51,0.218103188930074,0.0675
TRINITY_DN46735_c2_g1_i13,150,0.0853701538081251,0.3115
TRINITY_DN46735_c2_g1_i15,511,0.170516728086978,0.00849999999999995
TRINITY_DN46773_c6_g1_i6,186,0.0799617134579928,0.5415
TRINITY_DN46773_c6_g1_i6,187,0.0947913907797172,0.5855
TRINITY_DN46778_c2_g1_i2,259,0.107618394493793,0.292
TRINITY_DN46778_c2_g1_i2,263,0.104197101329337,0.34
TRINITY_DN46790_c0_g1_i7,2106,0.0882810407643244,0.0965
TRINITY_DN46793_c2_g1_i1,540,0.148378621752889,0.0355
TRINITY_DN46797_c2_g2_i1,115,0.20909786017861,0.8985
TRINITY_DN46818_c4_g1_i4,23,0.0501649244197081,0.3395
TRINITY_DN46819_c1_g1_i1,454,0.152027425398332,0.008
TRINITY_DN46855_c2_g1_i7,1401,0.0604293119625626,0.5915
TRINITY_DN46870_c1_g4_i1,101,0.068889581891125,0.3805
TRINITY_DN46872_c2_g2_i1,242,0.079966804183727,0.606
TRINITY_DN46879_c4_g1_i5,30,0.0650804278125441,0.399
TRINITY_DN46879_c4_g1_i5,38,0.062040146097608,0.5495
TRINITY_DN46882_c4_g1_i2,395,0.139496580417414,0.962
TRINITY_DN46902_c4_g1_i2,1978,0.0294160979027974,0.263
TRINITY_DN46910_c6_g1_i2,66,0.114480530568272,0.0385
TRINITY_DN46914_c0_g1_i2,450,0.167579299475846,0.951
TRINITY_DN46926_c0_g2_i1,1573,0.165107521904049,0.85
TRINITY_DN46926_c0_g2_i1,1914,0.0907549802411645,0.7385
TRINITY_DN46972_c1_g1_i2,184,0.0657500542749162,0.6095
TRINITY_DN46972_c2_g3_i3,445,0.183129450526845,0.005
TRINITY_DN46989_c0_g1_i4,637,0.141003373637719,0.8715
TRINITY_DN46989_c0_g1_i4,653,0.12436422054224,0.866
TRINITY_DN46989_c0_g1_i4,656,0.123550771789719,0.854
TRINITY_DN46995_c1_g1_i4,198,0.160929771720944,0.9075
TRINITY_DN46995_c1_g3_i1,14,0.104886626437169,0.2685
TRINITY_DN46996_c11_g1_i15,175,0.0706535779589777,0.5045
TRINITY_DN47008_c2_g1_i6,636,0.142543996259893,0.0095
TRINITY_DN47019_c5_g2_i3,917,0.0853277383724192,0.0775
TRINITY_DN47019_c5_g2_i3,991,0.103129392080699,0.739
TRINITY_DN47024_c0_g2_i1,281,0.0621638451780264,0.7295
TRINITY_DN47024_c0_g2_i1,284,0.0676165310771842,0.729
TRINITY_DN47034_c2_g1_i3,289,0.0675409531241848,0.46
TRINITY_DN47046_c5_g1_i7,33,0.105383862391731,0.554
TRINITY_DN47046_c5_g1_i7,34,0.107521436882108,0.552
TRINITY_DN47049_c3_g1_i3,291,0.150601138173025,0.0165
TRINITY_DN47049_c3_g1_i3,318,0.0800317679537343,0.313
TRINITY_DN47063_c2_g1_i2,212,0.217165272452228,0.9285
TRINITY_DN47063_c2_g1_i2,524,0.070415187543466,0.242
TRINITY_DN47064_c1_g1_i3,680,0.153695024784539,0.8645
TRINITY_DN47065_c6_g1_i7,79,0.101421977523439,0.2955
TRINITY_DN47075_c6_g1_i3,301,0.0736743687917685,0.228
TRINITY_DN47087_c6_g1_i1,49,0.0778147193892036,0.5535
TRINITY_DN47087_c6_g1_i1,67,0.0938389808081068,0.4275
TRINITY_DN47087_c6_g1_i1,96,0.12289180595027,0.3425
TRINITY_DN47087_c6_g1_i1,271,0.0928745240965616,0.335
TRINITY_DN47087_c6_g1_i1,290,0.0914925448930409,0.356
TRINITY_DN47091_c6_g4_i7,441,0.179810390161119,0.9025
TRINITY_DN47098_c2_g1_i1,660,0.0643456786613796,0.6445
TRINITY_DN47098_c2_g1_i1,714,0.0780401618962493,0.9585
TRINITY_DN47108_c6_g1_i5,552,0.10765142678692,0.7545
TRINITY_DN47111_c1_g1_i4,2079,0.126685401997943,0.944
TRINITY_DN47128_c3_g1_i1,1203,0.154249287510322,0.881
TRINITY_DN47131_c0_g1_i3,610,0.12843390291433,0.6885
TRINITY_DN47131_c0_g1_i3,630,0.218008993977937,0.834
TRINITY_DN47137_c3_g1_i5,38,0.099227098511043,0.1575
TRINITY_DN47147_c3_g1_i2,327,0.0645553363915307,0.187
TRINITY_DN47172_c4_g1_i2,40,0.165468335984135,0.9455
TRINITY_DN47180_c8_g1_i6,614,0.0818214296646272,0.1705
TRINITY_DN47201_c3_g1_i9,88,0.10688232226082,0.099
TRINITY_DN47221_c3_g2_i5,568,0.164072996192486,0.9235
TRINITY_DN47222_c1_g1_i6,1245,0.105894797682669,0.0545
TRINITY_DN47231_c8_g1_i1,57,0.0804804355687216,0.126
TRINITY_DN47231_c8_g1_i1,101,0.0840269904112544,0.1065
TRINITY_DN47249_c0_g1_i2,690,0.0687251971257808,0.259
TRINITY_DN47249_c0_g1_i2,691,0.0670099594738306,0.261
TRINITY_DN47249_c0_g1_i2,693,0.0564742292900876,0.3755
TRINITY_DN47249_c0_g1_i2,701,0.0589084631420721,0.22
TRINITY_DN47266_c5_g1_i3,24,0.117986474903719,0.0495
TRINITY_DN47266_c5_g1_i3,192,0.0831484303166303,0.273
TRINITY_DN47274_c3_g1_i6,471,0.0544726437881232,0.494
TRINITY_DN47280_c0_g1_i1,87,0.0828326312678933,0.514
TRINITY_DN47280_c0_g1_i1,88,0.0765620309474378,0.498
TRINITY_DN47280_c0_g1_i1,3659,0.149227469512832,0
TRINITY_DN47280_c0_g1_i1,4134,0.13549245917487,0
TRINITY_DN47280_c0_g1_i1,7849,0.0759050079358579,0.7075
TRINITY_DN47311_c8_g2_i1,238,0.163526464222355,0.941
TRINITY_DN47311_c8_g2_i1,431,0.1564577818381,0.032
TRINITY_DN47315_c7_g1_i3,151,0.1407976466746,0.0305
TRINITY_DN47332_c2_g1_i8,422,0.16003044616408,0.9115
TRINITY_DN47379_c6_g3_i2,134,0.107128297183486,0.0235
TRINITY_DN47391_c5_g1_i6,146,0.0530581449195647,0.484
TRINITY_DN47394_c1_g1_i1,113,0.127436689930171,0.871
TRINITY_DN47394_c1_g1_i1,222,0.118808126662276,0.0685
TRINITY_DN47394_c1_g1_i4,129,0.138680038668193,0.7755
TRINITY_DN47394_c1_g1_i4,148,0.11003312429727,0.8165
TRINITY_DN47423_c6_g2_i4,417,0.0697479479143281,0.4875
TRINITY_DN47427_c2_g1_i5,2945,0.259824873094314,0.9285
TRINITY_DN47436_c1_g1_i2,1368,0.0921235723194262,0.0425
TRINITY_DN47449_c5_g1_i6,96,0.0872765624242098,0.065
TRINITY_DN47449_c5_g2_i5,108,0.155129509799248,0.8395
TRINITY_DN47450_c11_g1_i1,1017,0.0812325727567909,0.338
TRINITY_DN47450_c11_g1_i1,2236,0.167833433068997,0.019
TRINITY_DN47453_c3_g1_i5,1849,0.134054633414348,0.0045
TRINITY_DN47454_c5_g1_i4,1201,0.077561180088892,0.4895
TRINITY_DN47454_c5_g1_i4,1213,0.0602568151761784,0.552
TRINITY_DN47466_c3_g1_i3,33,0.111213545561886,0.7795
TRINITY_DN47468_c1_g1_i2,523,0.126308534707008,0.035
TRINITY_DN47471_c2_g1_i9,1044,0.171204705830862,0
TRINITY_DN47490_c4_g1_i4,648,0.116772309292672,0.041
TRINITY_DN47502_c1_g1_i1,2391,0.16139559254974,0.015
TRINITY_DN47502_c1_g1_i1,5051,0.0932273647288956,0.8645
TRINITY_DN47504_c1_g1_i1,1072,0.157012954217835,0.9295
TRINITY_DN47509_c1_g1_i12,86,0.0712641943663007,0.694
TRINITY_DN47517_c1_g1_i4,380,0.122532293822847,0.8415
TRINITY_DN47517_c1_g1_i4,413,0.0778528665338129,0.4755
TRINITY_DN47517_c1_g1_i4,563,0.0919830791391304,0.3535
TRINITY_DN47517_c1_g1_i4,571,0.0692227032075741,0.257
TRINITY_DN47517_c1_g1_i4,575,0.0830758781400702,0.2045
TRINITY_DN47517_c1_g1_i4,581,0.0916736664251698,0.3295
TRINITY_DN47517_c1_g1_i4,584,0.0820033928395919,0.2955
TRINITY_DN47517_c1_g1_i4,734,0.0957582384201625,0.6235
TRINITY_DN47517_c1_g1_i4,743,0.115280635859568,0.658
TRINITY_DN47517_c1_g1_i4,998,0.0913505793216903,0.4815
TRINITY_DN47517_c1_g1_i4,1007,0.0996594135660944,0.429
TRINITY_DN47517_c1_g1_i4,1013,0.10650133967376,0.4715
TRINITY_DN47517_c1_g1_i4,1016,0.111128294071383,0.4085
TRINITY_DN47526_c2_g1_i1,706,0.135599591637328,0.007
TRINITY_DN47531_c2_g1_i3,4567,0.139381322029998,0.775
TRINITY_DN47532_c7_g1_i13,87,0.153966790917161,0.0115
TRINITY_DN47546_c1_g1_i1,2676,0.132998156027092,0.043
TRINITY_DN47547_c6_g1_i2,94,0.114897795974239,0.816
TRINITY_DN47548_c8_g1_i1,13,0.0577066031470729,0.635
TRINITY_DN47548_c8_g4_i3,179,0.198781534309622,0.89
TRINITY_DN47548_c8_g5_i1,375,0.134392292168816,0.9475
TRINITY_DN47551_c10_g1_i3,256,0.146437898679386,0.7315
TRINITY_DN47552_c4_g1_i2,749,0.0652489262794554,0.1625
TRINITY_DN47554_c0_g1_i3,61,0.11120565015879,0.0195
TRINITY_DN47554_c1_g1_i14,675,0.167524993233493,0.004
TRINITY_DN47555_c6_g1_i5,209,0.161997615693953,0.8845
TRINITY_DN47555_c6_g1_i5,227,0.162458507555165,0.823
TRINITY_DN47555_c6_g1_i5,240,0.131625885078024,0.848
TRINITY_DN47556_c1_g1_i4,102,0.0787717060684096,0.6645
TRINITY_DN47560_c5_g1_i2,295,0.160496247586186,0.826
TRINITY_DN47575_c3_g2_i1,20,0.196081682340347,0.0195
TRINITY_DN47575_c3_g2_i1,22,0.159748054685593,0.3385
TRINITY_DN47581_c5_g1_i6,540,0.193254013920674,0.011
TRINITY_DN47583_c1_g1_i3,5723,0.124545934445969,0.0045
TRINITY_DN47589_c4_g1_i1,130,0.100279277466085,0.127
TRINITY_DN47601_c4_g1_i3,2041,0.12835416704911,0
TRINITY_DN47602_c5_g1_i1,34,0.169046996175434,0.8755
TRINITY_DN47604_c2_g1_i1,1794,0.0820964906330863,0.82
TRINITY_DN47614_c0_g1_i6,262,0.11915021440151,0.0075
TRINITY_DN47617_c4_g1_i6,72,0.0819348033948869,0.0845
TRINITY_DN47623_c2_g2_i3,787,0.105337240019401,0.936
TRINITY_DN47629_c12_g1_i5,44,0.154679467520958,0.013
TRINITY_DN47630_c5_g1_i3,33,0.174131218954943,0
TRINITY_DN47631_c8_g2_i5,24,0.135465084014511,0.8245
TRINITY_DN47638_c4_g1_i12,384,0.14537398028853,0.144
TRINITY_DN47640_c6_g1_i2,4807,0.0539983490360197,0.322
TRINITY_DN47641_c2_g1_i8,1694,0.0994143138883993,0.0365
TRINITY_DN47643_c2_g1_i6,340,0.144276793395569,0.5645
TRINITY_DN47644_c1_g1_i1,352,0.0784411823392304,0.834
TRINITY_DN47644_c1_g1_i1,2284,0.113465612943948,0.964
TRINITY_DN47644_c1_g1_i1,2301,0.192914348339325,0.9355
TRINITY_DN47645_c2_g1_i2,2226,0.127755791012757,0.953
TRINITY_DN47649_c2_g1_i5,67,0.0954783186237797,0.0645
TRINITY_DN47652_c5_g1_i2,330,0.106385780512938,0.8215
TRINITY_DN47656_c4_g2_i7,166,0.186032285598604,0.8545
TRINITY_DN47658_c25_g1_i8,6,0.186732265553811,0.0095
TRINITY_DN47666_c1_g2_i3,533,0.198076945641263,0.8605
TRINITY_DN47677_c2_g2_i6,184,0.0604396820304587,0.477
TRINITY_DN47691_c3_g1_i1,2692,0.080986972424747,0.2805
TRINITY_DN47691_c3_g1_i1,2709,0.0726259750485626,0.281
TRINITY_DN47695_c7_g1_i2,3,0.216873707389578,0.0055
TRINITY_DN47696_c5_g1_i7,80,0.105508068945511,0.007
TRINITY_DN47696_c6_g1_i4,624,0.100569455134724,0.065
TRINITY_DN47698_c3_g1_i3,4472,0.0525142908396354,0.4715
TRINITY_DN47698_c3_g1_i3,4481,0.0552686679049561,0.37
TRINITY_DN47698_c3_g1_i3,5466,0.0824729386969608,0.6835
TRINITY_DN47703_c3_g1_i2,270,0.0679145850315576,0.621
TRINITY_DN47703_c5_g1_i3,592,0.0906434225171255,0.0095
TRINITY_DN47704_c3_g1_i1,721,0.089710205220588,0.747
TRINITY_DN47716_c5_g1_i12,12,0.0851041012646927,0.0305
TRINITY_DN47718_c11_g1_i3,2100,0.12611211031352,0.954
TRINITY_DN47718_c11_g1_i3,2106,0.192324297323679,0.9155
TRINITY_DN47718_c11_g1_i3,2109,0.17459995436304,0.917
TRINITY_DN47756_c0_g1_i1,305,0.141902316451747,0.9495
TRINITY_DN6518_c0_g1_i2,201,0.101903498437201,0.0495
TRINITY_DN9738_c0_g1_i1,96,0.140994338107196,0.6965
