"","x"
"2761",9.76e-07
"2762",0.000176416
"2763",0.001752528
"2764",4.48e-07
"2765",4e-07
"2766",0.001527168
"2767",0.000115936
"2768",1.008e-06
"2769",0.000310304
"2770",0.0001064
"2771",0.001575968
"2772",0.000564608
"2773",5.12e-07
"2774",1.92e-07
"2775",2.72e-07
"2776",1.92e-07
"2777",1.104e-06
"2778",6.4e-08
"2779",4.32e-07
"2780",3.7152e-05
"2781",4.8e-08
"2782",8e-07
"2783",0.000688304
"2784",0.001289392
"2785",1.024e-06
"2786",1.6e-07
"2787",0.000172912
"2788",9.032e-05
"2789",3.52e-07
"2790",4.8e-07
"2791",2.24e-07
"2792",3.232e-06
"2793",6.08e-07
"2794",0.000547616
"2795",4.24e-06
"2796",0.003889392
"2797",4e-07
"2798",5.6e-07
"2799",2.08e-07
"2800",0.000931504
"2801",0.00138968
"2802",2.08e-07
"2803",3.2e-07
"2804",0.001070016
"2805",0.002546352
"2806",0.000312864
"2807",1.872e-06
"2808",9.44e-07
"2809",4.8e-08
"2810",3.2e-08
"2811",9.6e-08
"2812",0.00127392
"2813",5.76e-07
"2814",0.00130056
"2815",2.24e-07
"2816",4.8e-07
"2817",1.6e-08
"2818",0.002198352
"2819",0.00010584
"2820",0.000662656
"2821",0.5
"2822",3.68e-06
"2823",2.56e-07
"2824",0.000801648
"2825",1.6e-07
"2826",1.44e-07
"2827",0.00069792
"2828",0.001786896
"2829",0.00161984
"2830",1.248e-06
"2831",0.00236672
"2832",0.000891456
"2833",4.48e-07
"2834",2.5424e-05
"2835",4.64e-07
"2836",1.28e-07
"2837",0.000289136
"2838",0.001786384
"2839",1.6e-07
"2840",4.464e-06
"2841",0.0011272
"2842",0.003730736
"2843",0.003860896
"2844",1.6e-07
"2845",7.52e-07
"2846",3.2e-08
"2847",1.6e-08
"2848",8e-08
"2849",1.6e-08
"2850",0.001412928
"2851",2.08e-07
"2852",0.003165136
"2853",5.8544e-05
"2854",0.000844
"2855",0.0014016
"2856",8e-08
"2857",2.88e-07
"2858",8e-08
"2859",1.76e-07
"2860",0.000221056
"2861",0.00060312
"2862",6.256e-06
"2863",2.5696e-05
"2864",0.000204864
"2865",1.6e-08
"2866",0.001710272
"2867",0.00075368
"2868",0.000504112
"2869",0.000192304
"2870",1.76e-07
"2871",3.84e-07
"2872",5.12e-07
"2873",0.001573072
"2874",2.08e-07
"2875",0.002256272
"2876",1.12e-06
"2877",6.56e-07
"2878",0.000977888
"2879",3.68e-07
"2880",8.608e-06
"2881",5.28e-07
"2882",0.001510576
"2883",6.704e-06
"2884",6.24e-07
"2885",2.08e-07
"2886",4.5728e-05
"2887",7.1056e-05
"2888",0.00012104
"2889",0.002643152
"2890",0.001126992
"2891",1.44e-07
"2892",0.000745536
"2893",2.24e-07
"2894",0.000480512
"2895",0.002085872
"2896",0.000155072
"2897",0.000391824
"2898",0.001050384
"2899",4.8e-08
"2900",1.44e-07
"2901",3.84e-07
"2902",0.001363552
"2903",0.000847344
"2904",0.001122608
"2905",0.5
"2906",0.0059852
"2907",0.011722608
"2908",8.64e-07
"2909",1.392e-06
"2910",1.568e-05
"2911",2.784e-06
"2912",2.672e-06
"2913",1.424e-06
"2914",1.6e-07
"2915",2.464e-06
"2916",1.2288e-05
"2917",1.6e-07
"2918",3.12e-06
"2919",4.32e-07
"2920",4.8e-08
"2921",7.152e-06
"2922",2.304e-06
"2923",7.2e-07
"2924",1.056e-06
"2925",1.232e-05
"2926",1.104e-06
"2927",0.002844256
"2928",0.000110256
"2929",0.000562576
"2930",1.7536e-05
"2931",0.0011788
"2932",0.000120864
"2933",1.24e-05
"2934",1.6e-08
"2935",0.002228144
"2936",0.00278728
"2937",8e-08
"2938",0.000624912
"2939",4.32e-07
"2940",0.00020984
"2941",0.001592832
"2942",4.32e-07
"2943",0.000133504
"2944",0.00065544
"2945",0.00036744
"2946",0.001470032
"2947",1.12e-07
"2948",1.12e-07
"2949",0.5
"2950",0.001794752
"2951",0.005422672
"2952",8e-08
"2953",3.04e-07
"2954",3.2e-08
"2955",1.76e-07
"2956",0.000266496
"2957",0.001657104
"2958",5.6e-07
"2959",1.072e-06
"2960",0.001134096
"2961",3.2e-08
"2962",0.000340192
"2963",0.000694656
"2964",0.001065664
"2965",1.008e-06
"2966",1.904e-06
"2967",1.6e-07
"2968",5.3056e-05
"2969",3.68e-07
"2970",1.6e-08
"2971",3.2e-08
"2972",0.003127344
"2973",4.8e-08
"2974",0.000206672
"2975",0.001743504
"2976",1.312e-06
"2977",0.00082728
"2978",1.728e-06
"2979",0.0010652
"2980",6.464e-06
"2981",0.001842928
"2982",1.296e-06
"2983",3.0432e-05
"2984",0.002150976
"2985",7.6976e-05
"2986",1.472e-06
"2987",1.28e-06
"2988",6.816e-06
"2989",0.000755552
"2990",5.6e-07
"2991",2.4736e-05
"2992",1.6e-08
"2993",0.000537648
"2994",0.00086288
"2995",6.72e-07
"2996",4e-07
"2997",1.92e-07
"2998",0.000890032
"2999",6.88e-06
"3000",3.36e-07
"3001",2.24e-07
"3002",3.36e-07
"3003",2.24e-07
"3004",0.000299776
"3005",6.4e-08
"3006",0.003088208
"3007",0.000317344
"3008",0.000219552
"3009",5.44e-07
"3010",0.000595584
"3011",9.44e-07
"3012",2.4e-07
"3013",0.000972656
"3014",0.001506496
"3015",0.00113176
"3016",4.8e-08
"3017",0.000165024
"3018",7.024e-06
"3019",3.2e-07
"3020",2.72e-07
"3021",3.2e-08
"3022",6.56e-07
"3023",1.168e-05
"3024",3.888e-06
"3025",1.584e-06
"3026",1.472e-06
"3027",0.001257856
"3028",3.52e-07
"3029",0.000591264
"3030",0.001700304
"3031",0.00076616
"3032",0.003162976
"3033",1.6e-08
"3034",0.000833264
"3035",1.232e-06
"3036",0.000983904
"3037",2.08e-07
"3038",0.001152912
"3039",0.5
"3040",2.32e-06
"3041",0.000483216
"3042",0.001136864
"3043",2.08e-06
"3044",8.96e-07
"3045",4.8e-08
"3046",2.816e-06
"3047",4.32e-07
"3048",5.424e-06
"3049",0.006632752
"3050",0.000346992
"3051",5.488e-06
"3052",0.00062936
"3053",0.001522064
"3054",0.000260544
"3055",0.000553216
"3056",0.000206464
"3057",0.005447952
"3058",3.9616e-05
"3059",0.000863552
"3060",5.392e-05
"3061",0.000363632
"3062",0.5
"3063",1.6e-08
"3064",2.0768e-05
"3065",0.000413072
"3066",8.0032e-05
"3067",1.008e-06
"3068",0.002395808
"3069",1.6e-07
"3070",0.000403568
"3071",1.28e-07
"3072",0.000779632
"3073",0.00294808
"3074",2.8144e-05
"3075",1.6432e-05
"3076",2.8e-06
"3077",1.92e-06
"3078",6.88e-07
"3079",3.36e-07
"3080",0.001470576
"3081",3.84e-07
"3082",2.72e-07
"3083",7.4992e-05
"3084",6.4e-07
"3085",4.16e-07
"3086",0.000769424
"3087",1.232e-06
"3088",0.002576032
"3089",3.36e-07
"3090",1.76e-07
"3091",3.2e-08
"3092",2.464e-06
"3093",5.76e-07
"3094",0.000893584
"3095",1.6e-08
"3096",8e-08
"3097",1.28e-07
"3098",6.4e-07
"3099",0.000823776
"3100",0.000278112
"3101",1.92e-07
"3102",3.2e-07
"3103",0.000604768
"3104",1.056e-06
"3105",4.32e-06
"3106",9.6e-08
"3107",0.00324
"3108",0.00201984
"3109",3.2e-08
"3110",1.28e-07
"3111",5.984e-06
"3112",1.584e-06
"3113",4.752e-06
"3114",0.003324128
"3115",1.4832e-05
"3116",1.04e-06
"3117",0.005798992
"3118",2.24e-07
"3119",3.04e-07
"3120",9.216e-06
"3121",0.002723136
"3122",0.001398272
"3123",3.552e-06
"3124",0.000181584
"3125",9.92e-07
"3126",0.000358368
"3127",2.08e-07
"3128",3.68e-07
"3129",0.003264336
"3130",5.6e-07
"3131",0.000496176
"3132",0.0006284
"3133",0.000622752
"3134",0.00209088
"3135",0.004096576
"3136",0.000967776
"3137",3.232e-06
"3138",2.24e-07
"3139",1.6e-08
"3140",1.4544e-05
"3141",0.00041744
"3142",6.4e-08
"3143",0.000192944
"3144",8.5392e-05
"3145",8.5984e-05
"3146",3.2e-08
"3147",9.92e-07
"3148",8.784e-05
"3149",1.6e-08
"3150",3.888e-06
"3151",0.000522
"3152",1.44e-07
"3153",4.48e-07
"3154",0.00795536
"3155",0.002067952
"3156",1.92e-07
"3157",0.000618784
"3158",0.00013336
"3159",5.12e-07
"3160",0.5
"3161",4.64e-07
"3162",0.002488736
"3163",0.0013052
"3164",0.00113208
"3165",0.000987008
"3166",0.004967952
"3167",8e-08
"3168",1.424e-06
"3169",3.84e-07
"3170",4.816e-06
"3171",3.2e-08
"3172",0.000297088
"3173",8.0256e-05
"3174",0.005794448
"3175",3.3696e-05
"3176",0.000129504
"3177",0.00042008
"3178",0.00033736
"3179",0.000889696
"3180",1.6e-08
"3181",4.8e-08
"3182",1.12e-07
"3183",0.001935136
"3184",4.4256e-05
"3185",5.84e-06
"3186",0.00664448
"3187",0.0055096
"3188",5.072e-06
"3189",0.5
"3190",0.002568336
"3191",0.003662304
"3192",0.006180032
"3193",8.464e-06
"3194",0.000424544
"3195",2.24e-07
"3196",1.6e-08
"3197",0.001825072
"3198",0.003431024
"3199",0.002167456
"3200",1.6e-08
"3201",2.128e-06
"3202",0.0008912
"3203",0.000698912
"3204",1.44e-07
"3205",0.000412784
"3206",2.512e-06
"3207",4.8e-07
"3208",1.168e-06
"3209",1.48e-05
"3210",5.44e-07
"3211",1.92e-07
"3212",1.968e-06
"3213",3.04e-07
"3214",2.24e-06
"3215",2.88e-06
"3216",0.0001968
"3217",0.002042848
"3218",0.000887728
"3219",0.00259776
"3220",0.00392952
"3221",2.08e-07
"3222",2.24e-07
"3223",2.56e-07
"3224",0.5
"3225",0.000488672
"3226",1.296e-06
"3227",6.24e-07
"3228",1.8752e-05
"3229",1.44e-07
"3230",2.4e-07
"3231",0.00215088
"3232",0.006053616
"3233",7.1088e-05
"3234",5.92e-07
"3235",0.001065648
"3236",9.76e-07
"3237",0.000872416
"3238",3.2e-08
"3239",0.002420112
"3240",0.000568976
"3241",0.000250256
"3242",0.000222496
"3243",0.001051184
"3244",4.6816e-05
"3245",0.5
"3246",0.002147456
"3247",0.001085104
"3248",0.003259168
"3249",0.00154208
"3250",0.0006044
"3251",3.184e-06
"3252",0.002827664
"3253",0.005443648
"3254",7.68e-07
"3255",0.000186064
"3256",4.8e-08
"3257",3.84e-07
"3258",2.24e-07
"3259",1.12e-07
"3260",3.36e-07
"3261",0.002175584
"3262",1.6e-07
"3263",0.003553824
"3264",2.56e-07
"3265",1.28e-07
"3266",4.9248e-05
"3267",5.28e-07
"3268",0.5
"3269",4.48e-07
"3270",0.001288464
"3271",0.001756528
"3272",3.744e-06
"3273",0.003616
"3274",0.00041376
"3275",0.002139088
"3276",0.002733024
"3277",1.1856e-05
"3278",1.44e-07
"3279",6.72e-07
"3280",1.12e-07
"3281",1.6e-08
"3282",4.8e-08
"3283",1.712e-06
"3284",0.000320128
"3285",1.76e-07
"3286",8.112e-06
"3287",3.68e-07
"3288",9.92e-07
"3289",1.024e-06
"3290",0.00343248
"3291",0.005587856
"3292",0.004344256
"3293",0.001821808
"3294",4.48e-07
"3295",5.44e-06
"3296",0.001215664
"3297",0.00087888
"3298",1.1216e-05
"3299",0.000126592
"3300",0.001926384
"3301",1.056e-06
"3302",0.5
"3303",0.000483632
"3304",9.6e-08
"3305",0.001195776
"3306",1.424e-06
"3307",0.001182944
"3308",1.152e-06
"3309",0.006920224
"3310",0.001378
"3311",2.688e-06
"3312",6.88e-07
"3313",3.2e-08
"3314",2.24e-07
"3315",0.000294432
"3316",0.00066536
"3317",9.6e-08
"3318",3.68e-07
"3319",0.003774752
"3320",1.76e-07
"3321",0.002983216
"3322",4.64e-07
"3323",0.00131856
"3324",4.8e-08
"3325",5.28e-07
"3326",6.72e-07
"3327",0.002900896
"3328",0.001557872
"3329",0.001187696
"3330",4.8e-08
"3331",7.04e-07
"3332",4.8e-07
"3333",9.6e-08
"3334",1.76e-07
"3335",1.44e-07
"3336",1.44e-07
"3337",0.000786032
"3338",1.12e-06
"3339",8e-08
"3340",1.92e-07
"3341",4.8e-08
"3342",6.4e-08
"3343",0.00026632
"3344",1.12e-07
"3345",1.056e-06
"3346",0.000474208
"3347",0.000437872
"3348",8.96e-07
"3349",1.6e-08
"3350",6.288e-06
"3351",1.584e-06
"3352",3.056e-06
"3353",3.84e-07
"3354",1.92e-07
"3355",7.4528e-05
"3356",0.002713232
"3357",0.002386192
"3358",0.0033764
"3359",8e-07
"3360",2.24e-07
"3361",3.2e-08
"3362",0.000654912
"3363",0.000886912
"3364",0.000210656
"3365",3.68e-07
"3366",0.002111296
"3367",0.000909072
"3368",1.28e-07
"3369",2.24e-07
"3370",0.00153032
"3371",0.002084816
"3372",0.000232864
"3373",0.010676688
"3374",0.000704048
"3375",2.624e-06
"3376",2.88e-07
"3377",2.864e-06
"3378",1.6e-08
"3379",1.28e-07
"3380",1.8576e-05
"3381",8.032e-06
"3382",0.003913392
"3383",9.6e-08
"3384",1.12e-07
"3385",3.2e-08
"3386",0.001763648
"3387",1.6e-08
"3388",2.08e-07
"3389",0.000215792
"3390",0.000174304
"3391",6.4e-07
"3392",0.00057496
"3393",0.000769648
"3394",3.04e-07
"3395",8e-08
"3396",0.000702912
"3397",0.000426944
"3398",0.000206464
"3399",2.224e-06
"3400",2.4e-06
"3401",3.7584e-05
"3402",8e-08
"3403",1.504e-06
"3404",2.176e-06
"3405",3.2e-07
"3406",1.28e-07
"3407",1.76e-07
"3408",0.00091152
"3409",8.544e-06
"3410",6.24e-07
"3411",0.00088008
"3412",0.004735744
"3413",2.72e-07
"3414",0.000228432
"3415",0.001325072
"3416",9.44e-07
"3417",0.003050176
"3418",3.2e-07
"3419",0.000711888
"3420",1.28e-07
"3421",0.000335904
"3422",2.88e-07
"3423",0.000586592
"3424",1.44e-06
"3425",3.2e-08
"3426",0.000746912
"3427",6.048e-06
"3428",2.016e-06
"3429",0.002600144
"3430",4.8e-07
"3431",9.6e-08
"3432",0.002844048
"3433",2.448e-06
"3434",2.992e-05
"3435",1.88e-05
"3436",1.3472e-05
"3437",0.000145328
"3438",5.8944e-05
"3439",9.6e-08
"3440",1.184e-06
"3441",0.000642784
"3442",4.8e-07
"3443",2.5632e-05
"3444",4.8e-08
"3445",1.04e-06
"3446",0.004238288
"3447",2.6384e-05
"3448",6.4e-08
"3449",0.003177728
"3450",0.000751936
"3451",0.00110416
"3452",0.000702608
"3453",7.1552e-05
"3454",1.712e-06
"3455",0.002197024
"3456",2.4e-07
"3457",1.6e-08
"3458",5.92e-07
"3459",0.000239024
"3460",0.001055424
"3461",2.56e-07
"3462",0.00331192
"3463",1.92e-07
"3464",3.2e-08
"3465",6.4e-08
"3466",6.4e-07
"3467",0.0032744
"3468",3.36e-07
"3469",0.5
"3470",8.232e-05
"3471",9.12e-07
"3472",0.001181536
"3473",0.001033696
"3474",0.001312752
"3475",1.6e-08
"3476",0.000268032
"3477",0.000270288
"3478",0.002479104
"3479",0.001874736
"3480",5.8192e-05
"3481",8e-08
"3482",1.12e-07
"3483",9.28e-07
"3484",1.6e-08
"3485",0.003188016
"3486",3.008e-06
"3487",1.44e-07
"3488",0.001317424
"3489",3.04e-07
"3490",0.00204864
"3491",0.000505872
"3492",0.001911088
"3493",0.000177808
"3494",1.3728e-05
"3495",2.24e-07
"3496",3.2e-08
"3497",4.8e-08
"3498",0.002837152
"3499",0.001178224
"3500",0.003286416
"3501",8.48e-07
"3502",0.00245592
"3503",0.00122624
"3504",0.000233568
"3505",8.8e-07
"3506",0.000987008
"3507",2.56e-07
"3508",0.5
"3509",0.000124032
"3510",0.003945616
"3511",0.002335744
"3512",1.6e-07
"3513",1.6e-07
"3514",1.6e-07
"3515",1.6e-07
"3516",1.6e-07
"3517",0.0013948
"3518",0.002160256
"3519",6.4e-08
"3520",6.592e-06
"3521",0.002337616
"3522",0.0043476
"3523",0.000882208
"3524",1.04e-06
"3525",3.44e-06
"3526",0.002870256
"3527",0.000528608
"3528",2.3312e-05
"3529",7.288e-05
"3530",0.000969632
"3531",0.5
"3532",2.08e-06
"3533",0.001357792
"3534",0.00012544
"3535",0.004698704
"3536",3.2e-07
"3537",0.001070672
"3538",0.002294928
"3539",0.000290832
"3540",0.000531648
"3541",0.000843168
"3542",9.6e-08
"3543",4e-07
"3544",0.001496928
"3545",4.8e-08
"3546",0.001414496
"3547",0.000125584
"3548",0.00288288
"3549",3.36e-07
"3550",0.000218128
"3551",0.005081904
"3552",0.0052488
"3553",0.003965696
"3554",0.00032072
"3555",5.44e-06
"3556",1.44e-07
"3557",8.16e-06
"3558",1.152e-06
"3559",6.56e-07
"3560",1.056e-06
"3561",0.00093016
"3562",0.5
"3563",1.36e-06
"3564",0.000219904
"3565",0.001070336
"3566",0.002891152
"3567",0.000110464
"3568",7.9744e-05
"3569",0.000424112
"3570",4.56e-06
"3571",7.04e-07
"3572",0.004788672
"3573",1.584e-06
"3574",0.003122656
"3575",0.000328528
"3576",0.000207824
"3577",1.28e-07
"3578",0.000485536
"3579",0.001386912
"3580",0.00126888
"3581",2.72e-07
"3582",0.00048272
"3583",2.08e-07
"3584",5.76e-07
"3585",4.48e-07
"3586",0.000852608
"3587",1.6e-08
"3588",3.2e-08
"3589",6.4e-08
"3590",0.000394768
"3591",1.12e-07
"3592",0.000868944
"3593",1.6e-07
"3594",1.76e-07
"3595",0.002539232
"3596",0.001872032
"3597",0.008545168
"3598",0.5
"3599",3.2e-08
"3600",3.872e-06
"3601",0.000180112
"3602",4.48e-07
"3603",0.001234576
"3604",0.000958304
"3605",9.6e-08
"3606",0.005843712
"3607",0.000836288
"3608",1.44e-07
"3609",0.00448792
"3610",0.000929856
"3611",0.001018704
"3612",0.000366224
"3613",0.001102992
"3614",1.6e-08
"3615",0.00109752
"3616",0.000167296
"3617",0.000710784
"3618",9.6e-07
"3619",1.6e-08
"3620",0.003546752
"3621",0.000776928
"3622",0.00644488
"3623",0.003131408
"3624",0.00091248
"3625",2.4e-07
"3626",4.32e-07
"3627",6.72e-07
"3628",3.216e-06
"3629",8e-07
"3630",8.528e-06
"3631",0.5
"3632",0.008280496
"3633",1.44e-07
"3634",8e-08
"3635",8e-08
"3636",0.000565952
"3637",4.8e-07
"3638",0.001093952
"3639",4.68e-05
"3640",9.76e-07
"3641",0.000191072
"3642",1.44e-07
"3643",3.04e-07
"3644",8e-07
"3645",0.003212784
"3646",0.000246368
"3647",0.000444944
"3648",0.002615264
"3649",6.4e-08
"3650",1.44e-07
"3651",0.000728608
"3652",0.001156912
"3653",2.784e-06
"3654",0.001788208
"3655",0.5
"3656",0.002966704
"3657",0.000809552
"3658",1.6e-08
"3659",8e-08
"3660",2.24e-07
"3661",0.003091216
"3662",2.88e-07
"3663",1.92e-07
"3664",2.88e-07
"3665",0.002835808
"3666",6.6944e-05
"3667",0.001986816
"3668",0.000132592
"3669",0.000250128
"3670",0.000550896
"3671",0.000161904
"3672",5.12e-07
"3673",0.002734064
"3674",0.001141024
"3675",0.000976432
"3676",0.001811184
"3677",0.5
"3678",0.005764336
"3679",4.896e-06
"3680",0.001129216
"3681",0.003056816
"3682",1.28e-07
"3683",8e-08
"3684",4.48e-07
"3685",3.664e-06
"3686",0.004927856
"3687",0.000541136
"3688",0.000297488
"3689",0.000503712
"3690",0.002023424
"3691",1.056e-06
"3692",0.001358624
"3693",4.96e-07
"3694",1.12e-07
"3695",0.000287744
"3696",0.001351888
"3697",0.00086448
"3698",0.5
"3699",0.001662096
"3700",2.72e-07
"3701",0.003929696
"3702",0.001951152
"3703",1.12e-06
"3704",3.52e-07
"3705",1.6e-07
"3706",0.002386624
"3707",0.000559504
"3708",4.016e-05
"3709",0.003413616
"3710",0.002580208
"3711",6.4e-08
"3712",2.24e-07
"3713",9.44e-07
"3714",0.000851504
"3715",5.76e-07
"3716",0.001889712
"3717",1.6e-08
"3718",0.00254056
"3719",0.5
"3720",0.00012088
"3721",0.000390304
"3722",5.76e-07
"3723",0.00127936
"3724",1.104e-06
"3725",3.2e-08
"3726",0.000452112
"3727",0.005306672
"3728",5.648e-06
"3729",8e-08
"3730",0.000583808
"3731",6.88e-07
"3732",0.00192592
"3733",3.52e-07
"3734",0.000876656
"3735",0.003890096
"3736",0.000838016
"3737",1.92e-07
"3738",0.004377328
"3739",6.4e-08
"3740",0.5
"3741",0.003950144
"3742",0.000228992
"3743",0.001822048
"3744",0.001525408
"3745",0.004263424
"3746",0.000729056
"3747",0.001271392
"3748",0.00022104
"3749",0.00201512
"3750",0.002080928
"3751",2.008e-05
"3752",8e-08
"3753",1.76e-07
"3754",1.952e-06
"3755",1.856e-06
"3756",1.92e-07
"3757",7.68e-07
"3758",2.048e-06
"3759",4.96e-06
"3760",4.32e-06
"3761",1.216e-06
"3762",1.312e-05
"3763",2.4e-07
"3764",9.12e-07
"3765",8.96e-07
"3766",0.00085536
"3767",0.00170528
"3768",0.00015576
"3769",0.006475104
"3770",2.08e-07
"3771",1.6e-08
"3772",0.00188224
"3773",1.424e-06
"3774",0.002646784
"3775",0.5
"3776",3.2e-08
"3777",0.000118688
"3778",4.6336e-05
"3779",0.005996064
"3780",4.8e-08
"3781",0.000711904
"3782",0.002719584
"3783",0.002914992
"3784",2.944e-06
"3785",3.2e-08
"3786",1.6e-06
"3787",0.000929328
"3788",0.000355792
"3789",9.632e-06
"3790",0.000356624
"3791",1.44e-07
"3792",8e-08
"3793",0.000823936
"3794",0.003308592
"3795",0.00058136
"3796",0.000278592
"3797",0.000466304
"3798",4.8e-07
"3799",0.001024352
"3800",0.000333072
"3801",0.000129488
"3802",0.000696496
"3803",1.4144e-05
"3804",6.88e-07
"3805",0.000273136
"3806",7.2e-07
"3807",0.000415584
"3808",0.001449392
"3809",1.28e-07
"3810",3.2e-08
"3811",0.001084336
"3812",0.0014784
"3813",0.000735488
"3814",0.00292312
"3815",0.00079896
"3816",4.64e-07
"3817",0.005306864
"3818",0.000748
"3819",0.000217632
"3820",0.000130256
"3821",2.336e-06
"3822",0.000862
"3823",0.000519376
"3824",0.000179472
"3825",1.1376e-05
"3826",2.24e-07
"3827",6.4e-07
"3828",4.8e-06
"3829",1.12e-07
"3830",7.52e-07
"3831",4.736e-06
"3832",4.8e-08
"3833",2.88e-07
"3834",4.416e-06
"3835",0.000216352
"3836",0.001218416
"3837",5.92e-07
"3838",0.002734704
"3839",1.6e-08
"3840",0.003431552
"3841",3.1168e-05
"3842",1.9648e-05
"3843",0.000111488
"3844",0.000454688
"3845",0.001185552
"3846",4.144e-06
"3847",1.6e-06
"3848",7.904e-06
"3849",0.000358384
"3850",0.000534896
"3851",0.002739472
"3852",7.104e-06
"3853",0.00043872
"3854",3.52e-07
"3855",5.28e-07
"3856",1.76e-07
"3857",0.0003204
"3858",0.001380912
"3859",0.00191176
"3860",3.2e-08
"3861",0.000111024
"3862",1.28e-06
"3863",0.000446256
"3864",0.00456464
"3865",0.001624384
"3866",1.44e-07
"3867",2.08e-07
"3868",3.9984e-05
"3869",0.000191456
"3870",0.00021672
"3871",5.264e-06
"3872",0.001400096
"3873",0.000686272
"3874",0.00103984
"3875",3.52e-07
"3876",0.5
"3877",0.005014464
"3878",0.003426672
"3879",1.76e-07
"3880",0.001485696
"3881",0.001107936
"3882",4.96e-07
"3883",0.000457728
"3884",1.6e-08
"3885",0.002747424
"3886",3.36e-07
"3887",0.00089672
"3888",0.001425888
"3889",3.36e-07
"3890",0.000946704
"3891",4.8e-08
"3892",6.4e-08
"3893",1.6e-08
"3894",3.2e-08
"3895",1.28e-07
"3896",3.04e-07
"3897",0.00034328
"3898",0.000734128
"3899",9.6e-08
"3900",3.2e-07
"3901",0.007953792
"3902",0.001399072
"3903",0.00166688
"3904",0.001160096
"3905",0.000486928
"3906",1.9504e-05
"3907",1.6e-07
"3908",0.5
"3909",0.002071264
"3910",0.001491184
"3911",6.08e-07
"3912",0.000648848
"3913",0.000788112
"3914",1.5232e-05
"3915",7.04e-07
"3916",4.32e-07
"3917",0.00020112
"3918",0.000931408
"3919",1.6e-07
"3920",0.002973456
"3921",0.000838656
"3922",0.000313568
"3923",0.002493792
"3924",0.002258736
"3925",0.001525584
"3926",0.001252144
"3927",0.000532416
"3928",0.5
"3929",0.002075712
"3930",4.64e-07
"3931",0.004528832
"3932",5.92e-07
"3933",6.88e-07
"3934",1.6e-07
"3935",3.2e-08
"3936",0.00026144
"3937",0.001519952
"3938",4.8e-07
"3939",4.8e-08
"3940",0.000127952
"3941",0.000566816
"3942",0.001896656
"3943",1.76e-07
"3944",2.72e-07
"3945",4.16e-07
"3946",0.001440512
"3947",0.00482104
"3948",3.2e-08
"3949",0.000814944
"3950",0.001361712
"3951",2.24e-07
"3952",0.000584416
"3953",5.28e-06
"3954",0.002127232
"3955",0.004891088
"3956",0.000464528
"3957",0.003160144
"3958",0.003121168
"3959",3.2e-08
"3960",4.48e-07
"3961",2.08e-07
"3962",9.44e-07
"3963",0.5
"3964",8.8e-07
"3965",0.001659968
"3966",0.001822528
"3967",0.004053296
"3968",0.003770576
"3969",4.64e-07
"3970",0.00050032
"3971",0.000545632
"3972",0.001658592
"3973",0.000398832
"3974",9.9984e-05
"3975",6.864e-06
"3976",4.8e-07
"3977",7.68e-07
"3978",0.001595744
"3979",9.6e-08
"3980",3.52e-07
"3981",2.24e-07
"3982",1.6e-08
"3983",0.000433424
"3984",0.000139984
"3985",6.72e-07
"3986",0.00146344
"3987",0.00054696
"3988",7.0528e-05
"3989",1.92e-07
"3990",2.4e-07
"3991",0.0024472
"3992",6.4e-07
"3993",4.1024e-05
"3994",4.8e-08
"3995",3.2e-08
"3996",1.92e-07
"3997",8e-08
"3998",0.000825872
"3999",9.072e-06
"4000",2.08e-07
"4001",0.007336208
"4002",0.00092168
"4003",0.000635264
"4004",8.96e-07
"4005",5.92e-07
"4006",0.001772576
"4007",0.5
"4008",6.4e-08
"4009",3.2e-08
"4010",2.24e-07
"4011",1.44e-07
"4012",0.002018944
"4013",0.003225312
"4014",0.00896152
"4015",2.496e-06
"4016",0.000952944
"4017",9.6e-08
"4018",5.68e-06
"4019",2.032e-06
"4020",3.824e-06
"4021",2.7408e-05
"4022",3.152e-06
"4023",3.36e-07
"4024",8.52e-05
"4025",1.12e-07
"4026",0.000161872
"4027",6.24e-07
"4028",0.002139552
"4029",0.002767072
"4030",0.000508448
"4031",0.002616208
"4032",8.32e-07
"4033",7.84e-07
"4034",0.002688896
"4035",2.72e-07
"4036",0.001112224
"4037",4e-07
"4038",4.8768e-05
"4039",0.003057296
"4040",3.2e-08
"4041",3.2e-08
"4042",0.000992464
"4043",2.88e-07
"4044",5.76e-07
"4045",0.000532672
"4046",0.000838416
"4047",1.408e-06
"4048",0.001480496
"4049",0.001453232
"4050",0.000632096
"4051",8.2288e-05
"4052",0.004804064
"4053",0.002844624
"4054",0.000532112
"4055",0.002163296
"4056",0.5
"4057",0.001253456
"4058",0.002126816
"4059",7.7632e-05
"4060",5.824e-05
"4061",0.00264128
"4062",8.184e-05
"4063",1.44e-07
"4064",1.44e-07
"4065",1.44e-07
"4066",1.44e-07
"4067",1.44e-07
"4068",1.44e-07
"4069",0.000585664
"4070",0.002637248
"4071",0.000295616
"4072",0.002241088
"4073",0.000473904
"4074",1.6576e-05
"4075",0.002859776
"4076",0.000388464
"4077",1.92e-07
"4078",0.5
"4079",0.000130256
"4080",4.8e-07
"4081",0.000765344
"4082",0.002216832
"4083",0.000388144
"4084",0.000122768
"4085",3.2e-08
"4086",4.8e-08
"4087",3.008e-06
"4088",2.56e-07
"4089",1.008e-06
"4090",1.12e-07
"4091",0.000294304
"4092",0.008518784
"4093",4.8e-08
"4094",0.001395984
"4095",0.000382192
"4096",0.002495728
